순번,제품군,스마트타입,시리즈,미디어,제조사(한),제조사(EN),모델(표시),섀시코드,연식(中),연식(EN),세부분류(한),Category(EN),앰비언트세부,부속옵션,구성·특징(中),구성·특징(한),Config(EN),세트(中),세트(EN),등수(灯),핸들(中),핸들(한),핸들(EN),호환차종(中),워터마크,비고,원본파일명,표준파일명,분류경로,해상도(px),용량(MB),썸네일
188,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 碳纤维,앰비언트라이트 숏휠베이스 카본,Ambient-Light-SWB-Carbon,,,19,,,,,Y,,宝马13-19款3系短轴 氛围灯 碳纤维19灯（水印版）.jpg,188_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/188_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon_19L.jpg,2000x2000,1.07,thumbs/188_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon_19L.jpg
189,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 碳纤维 幻彩,앰비언트라이트 숏휠베이스 카본 환색,Ambient-Light-SWB-Carbon-RGB,,,19,,,,,Y,,宝马13-19款3系短轴 氛围灯 碳纤维幻彩19灯（水印版）.jpg,189_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon-RGB_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/189_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon-RGB_19L.jpg,2000x2000,1.22,thumbs/189_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon-RGB_19L.jpg
190,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 红色 幻彩,앰비언트라이트 숏휠베이스 레드 환색,Ambient-Light-SWB-Red-RGB,,,19,,,,,Y,,宝马13-19款3系短轴 氛围灯 红色幻彩19灯（水印版）.jpg,190_BMW_3-Series_2013-2019_Ambient-Light-SWB-Red-RGB_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/190_BMW_3-Series_2013-2019_Ambient-Light-SWB-Red-RGB_19L.jpg,2000x2000,1.24,thumbs/190_BMW_3-Series_2013-2019_Ambient-Light-SWB-Red-RGB_19L.jpg
191,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 红色,앰비언트라이트 숏휠베이스 레드,Ambient-Light-SWB-Red,,,19,,,,,Y,,宝马13-19款3系短轴 氛围灯红色19灯（水印版）.jpg,191_BMW_3-Series_2013-2019_Ambient-Light-SWB-Red_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/191_BMW_3-Series_2013-2019_Ambient-Light-SWB-Red_19L.jpg,2000x2000,1.09,thumbs/191_BMW_3-Series_2013-2019_Ambient-Light-SWB-Red_19L.jpg
192,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,G38,18款,2018,앰비언트 라이트,Ambient-Light,세트형,,氛围灯 原车带,앰비언트라이트 순정장착,Ambient-Light-OEM-Equipped,11件套,11-piece,,,,,,Y,,（8）18款宝马5系(G38)11件套（原车带氛围灯）（水印版）.jpg,192_BMW_5-Series_G38_2018_Ambient-Light-OEM-Equipped_11-piece.jpg,images/01_Ambient-Light/BMW/5-Series/2018/192_BMW_5-Series_G38_2018_Ambient-Light-OEM-Equipped_11-piece.jpg,2000x2000,1.1,thumbs/192_BMW_5-Series_G38_2018_Ambient-Light-OEM-Equipped_11-piece.jpg
193,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,G38,18款,2018,앰비언트 라이트,Ambient-Light,세트형,,氛围灯 原车带,앰비언트라이트 순정장착,Ambient-Light-OEM-Equipped,6件套,6-piece,,,,,,Y,,（8）18款宝马5系(G38)6件套（原车带氛围灯）（水印版）.jpg,193_BMW_5-Series_G38_2018_Ambient-Light-OEM-Equipped_6-piece.jpg,images/01_Ambient-Light/BMW/5-Series/2018/193_BMW_5-Series_G38_2018_Ambient-Light-OEM-Equipped_6-piece.jpg,2000x2000,0.93,thumbs/193_BMW_5-Series_G38_2018_Ambient-Light-OEM-Equipped_6-piece.jpg
194,앰비언트 라이트,,G-LINK 스펙시트(신규),image,BMW,BMW,3-4시리즈 F30,F30,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,3-4시리즈 F30.jpg,194_BMW_3-4시리즈-F30_F30.jpg,images/01_Ambient-Light/BMW/3-4시리즈-F30/_NoYear/194_BMW_3-4시리즈-F30_F30.jpg,2400x5964,7.71,thumbs/194_BMW_3-4시리즈-F30_F30.jpg
195,앰비언트 라이트,,G-LINK 스펙시트(신규),image,BMW,BMW,3-4시리즈 G20,G20,20-22,2020-2022,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,3-4시리즈 G20   20-22.jpg,195_BMW_3-4시리즈-G20_G20_2020-2022.jpg,images/01_Ambient-Light/BMW/3-4시리즈-G20/2020-2022/195_BMW_3-4시리즈-G20_G20_2020-2022.jpg,2400x5600,5.25,thumbs/195_BMW_3-4시리즈-G20_G20_2020-2022.jpg
196,앰비언트 라이트,,G-LINK 스펙시트(신규),image,BMW,BMW,3-4시리즈 G20,G20,23-25,2023-2025,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,3-4시리즈 G20  23-25.jpg,196_BMW_3-4시리즈-G20_G20_2023-2025.jpg,images/01_Ambient-Light/BMW/3-4시리즈-G20/2023-2025/196_BMW_3-4시리즈-G20_G20_2023-2025.jpg,3000x5619,5.65,thumbs/196_BMW_3-4시리즈-G20_G20_2023-2025.jpg
197,앰비언트 라이트,,G-LINK 스펙시트(신규),image,BMW,BMW,5시리즈 G38,G38,18-23,2018-2023,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,5시리즈 G38  18-23.jpg,197_BMW_5시리즈-G38_G38_2018-2023.jpg,images/01_Ambient-Light/BMW/5시리즈-G38/2018-2023/197_BMW_5시리즈-G38_G38_2018-2023.jpg,3000x4300,1.8,thumbs/197_BMW_5시리즈-G38_G38_2018-2023.jpg
198,앰비언트 라이트,,G-LINK 스펙시트(신규),image,BMW,BMW,5시리즈 G38 회오리,G38,18-23,2018-2023,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,5시리즈 G38 18-23 회오리.jpg,198_BMW_5시리즈-G38-회오리_G38_2018-2023.jpg,images/01_Ambient-Light/BMW/5시리즈-G38-회오리/2018-2023/198_BMW_5시리즈-G38-회오리_G38_2018-2023.jpg,1280x1801,0.22,thumbs/198_BMW_5시리즈-G38-회오리_G38_2018-2023.jpg
199,앰비언트 라이트,,G-LINK 스펙시트(신규),image,도요타,Toyota,라브4,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,라브4.jpg,199_Toyota_라브4.jpg,images/01_Ambient-Light/Toyota/라브4/_NoYear/199_Toyota_라브4.jpg,3000x3982,3.91,thumbs/199_Toyota_라브4.jpg
200,앰비언트 라이트,,G-LINK 스펙시트(신규),image,도요타,Toyota,시에나,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,시에나.jpg,200_Toyota_시에나.jpg,images/01_Ambient-Light/Toyota/시에나/_NoYear/200_Toyota_시에나.jpg,1494x2788,2.23,thumbs/200_Toyota_시에나.jpg
201,앰비언트 라이트,,G-LINK 스펙시트(신규),image,도요타,Toyota,아바론,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,아바론.jpg,201_Toyota_아바론.jpg,images/01_Ambient-Light/Toyota/아바론/_NoYear/201_Toyota_아바론.jpg,2953x6209,6.73,thumbs/201_Toyota_아바론.jpg
202,앰비언트 라이트,,G-LINK 스펙시트(신규),image,도요타,Toyota,알파드,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,알파드.jpg,202_Toyota_알파드.jpg,images/01_Ambient-Light/Toyota/알파드/_NoYear/202_Toyota_알파드.jpg,2942x6200,6.85,thumbs/202_Toyota_알파드.jpg
203,앰비언트 라이트,,G-LINK 스펙시트(신규),image,도요타,Toyota,캠리8세대,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,캠리8세대.jpg,203_Toyota_캠리8세대.jpg,images/01_Ambient-Light/Toyota/캠리8세대/_NoYear/203_Toyota_캠리8세대.jpg,2974x4851,4.85,thumbs/203_Toyota_캠리8세대.jpg
204,앰비언트 라이트,,G-LINK 스펙시트(신규),image,도요타,Toyota,캠리9세대,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,캠리9세대.jpg,204_Toyota_캠리9세대.jpg,images/01_Ambient-Light/Toyota/캠리9세대/_NoYear/204_Toyota_캠리9세대.jpg,2376x5800,5.34,thumbs/204_Toyota_캠리9세대.jpg
205,앰비언트 라이트,,G-LINK 스펙시트(신규),image,도요타,Toyota,크라운,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,크라운.jpg,205_Toyota_크라운.jpg,images/01_Ambient-Light/Toyota/크라운/_NoYear/205_Toyota_크라운.jpg,3000x4361,4.72,thumbs/205_Toyota_크라운.jpg
206,앰비언트 라이트,,G-LINK 스펙시트(신규),image,렉서스,Lexus,ES,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,ES.jpg,206_Lexus_ES.jpg,images/01_Ambient-Light/Lexus/ES/_NoYear/206_Lexus_ES.jpg,1497x3503,2.53,thumbs/206_Lexus_ES.jpg
207,앰비언트 라이트,,G-LINK 스펙시트(신규),image,벤츠,Mercedes-Benz,253 glc,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,253 glc.jpg,207_Mercedes-Benz_253-glc.jpg,images/01_Ambient-Light/Mercedes-Benz/253-glc/_NoYear/207_Mercedes-Benz_253-glc.jpg,2553x3170,0.98,thumbs/207_Mercedes-Benz_253-glc.jpg
208,앰비언트 라이트,,G-LINK 스펙시트(신규),image,벤츠,Mercedes-Benz,254 GLC,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,254 GLC.jpg,208_Mercedes-Benz_254-GLC.jpg,images/01_Ambient-Light/Mercedes-Benz/254-GLC/_NoYear/208_Mercedes-Benz_254-GLC.jpg,1913x3794,0.99,thumbs/208_Mercedes-Benz_254-GLC.jpg
209,앰비언트 라이트,,G-LINK 스펙시트(신규),image,벤츠,Mercedes-Benz,A클래스,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,A클래스.png,209_Mercedes-Benz_A클래스.jpg,images/01_Ambient-Light/Mercedes-Benz/A클래스/_NoYear/209_Mercedes-Benz_A클래스.jpg,8797x15345,14.63,thumbs/209_Mercedes-Benz_A클래스.jpg
210,앰비언트 라이트,,G-LINK 스펙시트(신규),image,벤츠,Mercedes-Benz,W156 W 177,W156,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,W156 W 177.jpg,210_Mercedes-Benz_W156-W-177_W156.jpg,images/01_Ambient-Light/Mercedes-Benz/W156-W-177/_NoYear/210_Mercedes-Benz_W156-W-177_W156.jpg,1798x4034,0.91,thumbs/210_Mercedes-Benz_W156-W-177_W156.jpg
211,앰비언트 라이트,,G-LINK 스펙시트(신규),image,벤츠,Mercedes-Benz,W205 C클,W205,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,W205 C클.jpg,211_Mercedes-Benz_W205-C클_W205.jpg,images/01_Ambient-Light/Mercedes-Benz/W205-C클/_NoYear/211_Mercedes-Benz_W205-C클_W205.jpg,1986x3692,0.94,thumbs/211_Mercedes-Benz_W205-C클_W205.jpg
212,앰비언트 라이트,,G-LINK 스펙시트(신규),image,벤츠,Mercedes-Benz,W206 C 클,W206,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,W206 C 클.jpg,212_Mercedes-Benz_W206-C-클_W206.jpg,images/01_Ambient-Light/Mercedes-Benz/W206-C-클/_NoYear/212_Mercedes-Benz_W206-C-클_W206.jpg,1677x3837,1.0,thumbs/212_Mercedes-Benz_W206-C-클_W206.jpg
213,앰비언트 라이트,,G-LINK 스펙시트(신규),image,볼보,Volvo,S90,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,S90.jpg,213_Volvo_S90.jpg,images/01_Ambient-Light/Volvo/S90/_NoYear/213_Volvo_S90.jpg,3543x4646,4.79,thumbs/213_Volvo_S90.jpg
214,앰비언트 라이트,,G-LINK 스펙시트(신규),image,볼보,Volvo,XC60,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,XC60.jpg,214_Volvo_XC60.jpg,images/01_Ambient-Light/Volvo/XC60/_NoYear/214_Volvo_XC60.jpg,3543x4580,6.77,thumbs/214_Volvo_XC60.jpg
215,앰비언트 라이트,,G-LINK 스펙시트(신규),image,볼보,Volvo,XC90,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,XC90.jpg,215_Volvo_XC90.jpg,images/01_Ambient-Light/Volvo/XC90/_NoYear/215_Volvo_XC90.jpg,3523x4632,4.41,thumbs/215_Volvo_XC90.jpg
216,앰비언트 라이트,,G-LINK 스펙시트(신규),image,아우디,Audi,A5,,17-25,2017-2025,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,A5 17-25.jpg,216_Audi_A5_2017-2025.jpg,images/01_Ambient-Light/Audi/A5/2017-2025/216_Audi_A5_2017-2025.jpg,2200x3245,2.73,thumbs/216_Audi_A5_2017-2025.jpg
217,앰비언트 라이트,,G-LINK 스펙시트(신규),image,아우디,Audi,A6,,19-25,2019-2025,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,A6  19-25.jpg,217_Audi_A6_2019-2025.jpg,images/01_Ambient-Light/Audi/A6/2019-2025/217_Audi_A6_2019-2025.jpg,2194x4188,3.37,thumbs/217_Audi_A6_2019-2025.jpg
218,앰비언트 라이트,,G-LINK 스펙시트(신규),image,아우디,Audi,A7,,22-25,2022-2025,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,A7 22-25.jpg,218_Audi_A7_2022-2025.jpg,images/01_Ambient-Light/Audi/A7/2022-2025/218_Audi_A7_2022-2025.jpg,1279x2636,1.66,thumbs/218_Audi_A7_2022-2025.jpg
219,앰비언트 라이트,,G-LINK 스펙시트(신규),image,아우디,Audi,Q5,,18-25,2018-2025,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,Q5 18-25.jpg,219_Audi_Q5_2018-2025.jpg,images/01_Ambient-Light/Audi/Q5/2018-2025/219_Audi_Q5_2018-2025.jpg,2200x4013,3.97,thumbs/219_Audi_Q5_2018-2025.jpg
220,앰비언트 라이트,,G-LINK 스펙시트(신규),image,캐딜락,Cadillac,CT5,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,CT5.jpg,220_Cadillac_CT5.jpg,images/01_Ambient-Light/Cadillac/CT5/_NoYear/220_Cadillac_CT5.jpg,2400x6480,5.22,thumbs/220_Cadillac_CT5.jpg
221,앰비언트 라이트,,G-LINK 스펙시트(신규),image,폭스바겐,Volkswagen,골프7세대,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,골프7세대.jpg,221_Volkswagen_골프7세대.jpg,images/01_Ambient-Light/Volkswagen/골프7세대/_NoYear/221_Volkswagen_골프7세대.jpg,1500x2100,1.77,thumbs/221_Volkswagen_골프7세대.jpg
222,앰비언트 라이트,,G-LINK 스펙시트(신규),image,폭스바겐,Volkswagen,골프8세대,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,골프8세대.jpg,222_Volkswagen_골프8세대.jpg,images/01_Ambient-Light/Volkswagen/골프8세대/_NoYear/222_Volkswagen_골프8세대.jpg,3000x3913,5.03,thumbs/222_Volkswagen_골프8세대.jpg
223,앰비언트 라이트,,G-LINK 스펙시트(신규),image,혼다,Honda,CR-V,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,CR-V.jpg,223_Honda_CR-V.jpg,images/01_Ambient-Light/Honda/CR-V/_NoYear/223_Honda_CR-V.jpg,3000x6500,4.37,thumbs/223_Honda_CR-V.jpg
224,앰비언트 라이트,,G-LINK 스펙시트(신규),image,혼다,Honda,시빅,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,시빅.jpg,224_Honda_시빅.jpg,images/01_Ambient-Light/Honda/시빅/_NoYear/224_Honda_시빅.jpg,2200x5503,4.26,thumbs/224_Honda_시빅.jpg
225,앰비언트 라이트,,G-LINK 스펙시트(신규),image,혼다,Honda,어코드 10세대,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,어코드 10세대.jpg,225_Honda_어코드-10세대.jpg,images/01_Ambient-Light/Honda/어코드-10세대/_NoYear/225_Honda_어코드-10세대.jpg,3000x6400,5.64,thumbs/225_Honda_어코드-10세대.jpg
226,앰비언트 라이트,,G-LINK 스펙시트(신규),image,혼다,Honda,어코드 11세대,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,어코드 11세대.jpg,226_Honda_어코드-11세대.jpg,images/01_Ambient-Light/Honda/어코드-11세대/_NoYear/226_Honda_어코드-11세대.jpg,3000x7600,3.34,thumbs/226_Honda_어코드-11세대.jpg
227,앰비언트 라이트,,G-LINK 스펙시트(신규),image,혼다,Honda,오딧세이,,,Unknown,앰비언트 라이트,Ambient-Light,,,,,,,,,,,,,,,오딧세이.jpg,227_Honda_오딧세이.jpg,images/01_Ambient-Light/Honda/오딧세이/_NoYear/227_Honda_오딧세이.jpg,3000x5800,4.6,thumbs/227_Honda_오딧세이.jpg
228,스마트카시스템,일반타입,G-LINK 시스템,pdf,범용,Universal,G-LINK GE/GK (일반형),,,Unknown,스마트카시스템,Smart-System,,,,,,,,,,,,,,가로·표준형 / 헤드유닛 + 디지털 계기판 + 후석 엔터테인먼트 포함,G-LINK(정리에 추가 필요).pdf,228_Universal_G-LINK-GE-GK-(일반형).pdf,images/02_Smart-System/Standard-Type/228_Universal_G-LINK-GE-GK-(일반형).pdf,,5.09,thumbs/228_Universal_G-LINK-GE-GK-(일반형).jpg
229,스마트카시스템,테슬라타입,G-LINK 시스템,pdf,범용,Universal,G-LINK 테슬라형(세로 대형 스크린),,,Unknown,스마트카시스템,Smart-System,,,,,,,,,,,,,,세로 대형 스크린 / 다(多)브랜드 안드로이드 멀티미디어,G-LINK TESLA(정리에 추가 필요).pdf,229_Universal_G-LINK-테슬라형(세로-대형-스크린).pdf,images/02_Smart-System/Tesla-Type/229_Universal_G-LINK-테슬라형(세로-대형-스크린).pdf,,6.98,thumbs/229_Universal_G-LINK-테슬라형(세로-대형-스크린).jpg
